"siteid","gvillcode","for_v_type","for_v_tenu","for_v_area","for_v_user1","for_v_user2","for_v_user3","for_v_pdt1","for_v_pdt2","for_v_pdt3"
"307013","307114",10,362,27,3,8,7,3,7,2
"307013","307114",10,171,82000,6,7,4,3,2,1
"307013","307114",30,331,3,4,-8,-8,1,3,2
"307013","307114",30,171,1,4,-8,-8,1,2,-8
"307013","307115",30,331,17,3,-8,-8,3,2,1
"307013","307115",10,171,27280,6,3,-8,2,7,27
"307013","307115",10,362,29,3,6,7,3,2,7
"307013","307115",10,171,82000,6,3,7,3,2,7
"307013","307116",10,362,35,3,6,-8,3,102,2
"307013","307116",10,171,82000,7,8,3,2,1,3
"307013","307116",10,263,7,3,6,-8,3,102,2
"307013","307117",10,171,82000,7,6,3,1,2,3
"307013","307118",10,171,82000,6,7,3,3,2,7
"307013","307118",10,171,36275,6,3,7,3,51,34
"308011","308101",10,223,500,3,4,6,3,59,2
"308011","308102",10,223,600,3,4,6,3,59,23
"308012","308103",10,122,12,2,4,1,102,2,3
"308012","308103",10,123,75,6,4,3,33,33,27
"308012","308104",10,321,800,3,4,6,3,102,33
"309011","309101",30,123,-9,9,-8,-8,-9,-9,-9
"309011","309101",20,122,940,1,3,6,706,59,34
"309011","309102",20,122,2,3,1,6,3,-8,-8
"309011","309102",10,122,94,9,-8,-8,5,-8,-8
"309011","309103",10,122,94,3,7,6,5,712,8
"309011","309104",10,122,94,3,6,7,700,-8,-8
"309011","309104",30,123,1,3,6,-8,-9,-9,-9
"309011","309105",30,123,3,3,-8,-8,3,-8,-8
"309011","309105",20,123,5000,1,2,6,3,700,706
"309011","309106",20,122,2500,1,3,8,700,706,3
"309011","309106",30,123,3,2,-8,-8,-9,-9,-9
"309011","309107",30,123,18,2,1,-8,3,27,-8
"309011","309107",20,122,2500,2,3,6,3,700,27
"309011","309108",10,122,150,1,3,6,700,706,524
"309011","309108",20,122,120000,1,6,-8,21,715,-8
"309011","309108",30,123,0.5,1,-8,-8,5,-8,-8
"309012","309109",10,122,40,1,3,-8,700,3,-8
"309012","309109",20,122,1,1,3,-8,2,-8,-8
"309012","309110",10,122,30,3,4,-8,3,700,-8
"309012","309110",30,123,1,9,-8,-8,2,27,-8
"309012","309111",20,122,1000,1,3,-8,700,33,-8
"309012","309111",10,122,40,3,-8,-8,700,33,-8
"309012","309111",30,123,1,1,-8,-8,2,-8,-8
"309012","309112",20,122,40,3,-8,-8,700,-8,-8
"309012","309112",30,123,1,9,-8,-8,2,-8,-8
"309012","309113",10,122,2000,3,1,-8,59,3,700
"309012","309113",20,122,2000,3,-8,-8,700,700,-8
"309012","309113",30,123,2,3,-8,-8,2,-8,-8
"309012","309114",10,122,600,2,3,-8,27,52,33
"309012","309114",30,123,7,3,-8,-8,3,2,-8
"309012","309114",20,122,85000,3,1,2,700,33,5
"309012","309115",30,123,1,3,-8,-8,3,-8,-8
"309012","309115",10,122,10,1,3,9,51,27,-8
"309012","309115",20,122,125000,3,2,4,3,33,22
"309012","309116",20,122,7000,6,3,-8,706,700,-8
"309012","309116",30,123,40,3,-8,-8,27,3,-8
"309011","309117",20,122,2500,6,1,2,3,700,706
"309021","309201",10,123,2000,3,4,7,3,699,2
"309021","309202",10,122,2000,3,4,8,3,21,34
"309021","309203",10,122,-8,3,4,-8,699,3,34
"309021","309204",10,122,2000,3,4,-8,34,3,699
"309021","309205",10,122,2000,3,8,4,21,3,27
"309021","309206",10,122,2000,3,4,7,3,34,2
"309021","309207",10,122,2000,3,4,-8,34,3,-8
"309021","309208",10,122,2000,3,4,7,34,3,21
"309021","309209",10,122,2000,1,3,4,3,34,2
"310011","310103",10,231,14,3,4,-8,51,7,23
"310012","310104",10,231,10,3,-8,-8,5,3,23
"310012","310105",10,312,-9,3,7,-8,5,308,51
"311011","311101",10,122,1200,3,2,4,51,1,22
"311011","311101",20,112,600,3,2,4,51,1,22
"311011","311102",20,112,400,1,4,3,22,51,1
"311011","311102",10,122,800,1,4,3,22,51,1
"311012","311103",10,122,350,4,5,5,22,1,51
"311012","311103",20,112,500,4,5,5,22,1,51
"311012","311104",10,122,600,5,4,5,51,1,3
"311012","311104",20,112,180,5,4,5,51,1,3
